Prop of Paraphernalia Drug Arrests per 100K,Prop Cannabis Arrests Per 100K,Prop Needle/Syringe Arrests per 100K,Prop Controlled Substance Arrests per 100K,Prop of Meth Arrests Per 100K,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k,County,Year,HTIS per 100K,Arson per 100K,Population,HTS Per 100K,Battery/Assault Per 100K,Sexual Assault Per 100k,Total Index Crime Rates per 100K
389.083117176,307.319273712,25.374985903,118.416600880,194.541558588,39.472200293,1285.665952408,298.860945077,8.458328634,0,EFFINGHAM,2016,0,5.638885756,35468,0,107.138829367,31.013871659,1776.2
251.006188601,203.401566625,34.621543255,112.520015580,181.763102090,43.276929069,614.532392781,242.350802787,0,0,FAYETTE,2016,0,4.327692907,23107,0,82.226165231,34.621543255,1021.3
271.096899764,215.487279299,0,97.316835813,27.804810232,76.463228138,854.997914639,305.852912554,20.853607674,0,FORD,2016,0,69.512025580,14386,0,187.682469067,62.560823022,1577.9
324.399860259,72.366122673,24.953835405,234.566052802,159.704546589,54.898437890,965.713430154,446.673653741,12.476917702,2.495383540,FRANKLIN,2016,0,7.486150621,40074,0,82.347656835,4.990767081,1577.1
222.150113571,194.693357961,7.488206075,92.354541597,17.472480843,24.960686918,619.025035569,252.102937873,17.472480843,2.496068692,FULTON,2016,0,12.480343459,40063,0,47.425305144,9.984274767,985.9
60.966316110,45.724737083,45.724737083,45.724737083,15.241579028,30.483158055,442.005791800,121.932632221,15.241579028,0,GALLATIN,2016,0,0,6561,0,106.691053193,0,716.4
445.269016698,170.686456401,111.317254174,564.007421150,178.107606679,0,601.113172542,311.688311688,0,0,GREENE,2016,0,14.842300557,13475,0,185.528756957,44.526901670,1157.7
347.945817208,346.085144388,53.959511759,193.509973206,3.721345639,24.188746651,816.835367669,143.271807085,7.442691277,0,GRUNDY,2016,0,5.582018458,53744,0,44.656147663,16.746055374,1058.7
23.196474136,0,0,23.196474136,11.598237068,34.794711204,220.366504291,81.187659476,0,0,HAMILTON,2016,0,11.598237068,8622,0,46.392948272,0,394.3
163.943095880,174.520069808,15.865460892,100.481252314,158.654608916,26.442434819,470.675339785,312.020730869,10.576973928,0,HANCOCK,2016,0,5.288486964,18909,0,47.596382675,5.288486964,877.9
104.402296851,591.613015486,0,69.601531234,69.601531234,87.001914042,435.009570211,104.402296851,0,0,HARDIN,2016,0,0,5747,0,104.402296851,0,730.8
283.639435940,291.685944761,10.058136026,92.534851441,54.313934542,28.162780873,1068.174045986,211.220856551,8.046508821,2.011627205,HENRY,2016,0,0,49711,0,78.453461005,30.174408079,1426.2
163.147201872,132.364710952,24.625992735,120.051714585,30.782490919,61.564981838,917.318229391,326.294403743,18.469494551,3.078249092,IROQUOIS,2016,0,9.234747276,32486,0,70.799729114,24.625992735,1431.4
291.022689905,445.577112792,16.441959882,205.524498520,62.479447550,67.412035515,2148.964156527,563.959223939,75.633015455,6.576783953,JACKSON,2016,0,11.509371917,60820,0,231.831634331,78.921407432,3184.8
20.964360587,20.964360587,0,31.446540881,0,10.482180294,461.215932914,220.125786164,0,0,JASPER,2016,0,0,9540,0,0,0,691.8
345.687997089,280.709050268,15.594947237,319.696418360,241.721682175,51.983157457,1832.406300359,691.375994178,62.379788948,2.599157873,JEFFERSON,2016,0,44.185683838,38474,0,504.236627333,59.780631076,3248.9
645.386359672,300.889586604,248.560962847,532.007674865,126.460840747,52.328623757,1203.558346415,392.464678179,0,0,JERSEY,2016,0,0,22932,0,78.492935636,78.492935636,1805.3
375.620444484,397.978804275,13.415015874,71.546751330,62.603407414,71.546751330,594.732370433,169.923534410,8.943343916,0,JO DAVIESS,2016,0,8.943343916,22363,0,111.791798954,26.830031749,992.7
54.983897573,78.548425104,7.854842510,54.983897573,31.419370042,39.274212552,416.306653052,133.532322677,0,0,JOHNSON,2016,0,0,12731,0,267.064645354,0,856.2
107.729446801,188.761543784,1.128057035,75.015792798,0.188009506,54.898775682,1007.542941371,191.393676864,35.909815600,2.068104563,KANE,2016,0,9.212465782,531888,0,125.026321331,25.757302289,1451.8
106.676148991,158.236287670,24.002133523,135.123122055,0,82.674015468,1545.915192462,459.596408570,90.674726642,9.778646991,KANKAKEE,2016,0,24.891101431,112490,0,139.567961597,24.891101431,2378
131.272226775,166.278153915,3.182357013,29.436802368,0,36.597105646,754.218612015,140.819297813,12.729428051,0.795589253,KENDALL,2016,0,8.751481785,125693,0,44.552998178,27.050034608,1025.5
169.766332856,135.431568908,3.814973772,135.431568908,123.986647592,43.872198379,1669.051025274,484.501669051,49.594659037,1.907486886,KNOX,2016,0,1.907486886,52425,3.814973772,223.175965665,34.334763948,2508.3
198.458712295,241.467470059,9.557501725,91.639575366,0.983860472,49.333575082,1054.276771195,209.421728980,45.960339179,0.843308976,LAKE,2016,0,5.340956846,711483,0,88.687993951,22.628790850,1476.5
138.370833835,201.969850628,4.297230864,130.635818279,4.297230864,36.956185434,1149.079533149,302.525052856,15.470031112,0,LASALLE,2016,0,16.329477285,116354,0,63.599016794,39.534523953,1623.5
128.637059724,110.260336907,55.130168453,61.255742726,128.637059724,36.753445636,294.027565084,245.022970904,0,0,LAWRENCE,2016,0,18.376722818,16325,0,98.009188361,0,692.2
206.312033010,301.104048177,16.728002676,142.188022750,25.092004015,39.032006245,917.252146760,256.496041039,11.152001784,2.788000446,LEE,2016,0,5.576000892,35868,0,128.248020520,39.032006245,1399.6
164.897693755,232.250272894,48.772557308,222.960261978,2.322502729,23.225027289,891.841047913,250.830294726,20.902524560,0,LIVINGSTON,2016,0,9.290010916,43057,0,97.545114616,27.870032747,1321.5
177.078209543,203.312018364,26.233808821,134.448270208,0,72.142974258,905.066404329,298.409575340,9.837678308,0,LOGAN,2016,0,6.558452205,30495,0,108.214461387,29.513034924,1429.7
492.080130445,698.812019567,14.558583741,195.085022129,90.263219194,14.558583741,946.307943163,232.937339856,8.735150245,0,MCDONOUGH,2016,0,5.823433496,34344,0,157.232704403,90.263219194,1455.9
240.051071924,205.525408934,8.794272649,117.256968647,4.559993225,19.868541910,836.433043014,100.319850953,8.142845045,0.325713802,MCHENRY,2016,0,3.257138018,307018,0,64.165618954,23.451393729,1056
234.197375394,365.256733887,2.279293191,200.577800824,5.128409680,52.993566695,1268.996484190,262.118716986,51.853920099,1.709469893,MCLEAN,2016,0,6.837879574,175493,0,186.332218379,54.703036588,1885.5
332.886444682,405.847857215,3.648070627,286.373544192,77.521500816,91.201765666,1758.370042044,844.528350069,93.937818636,2.736052970,MACON,2016,0,18.240353133,109647,2.736052970,251.716873239,47.424918146,3108.2
186.203977994,160.812526449,2.115954295,126.957257723,86.754126111,48.666948794,952.179432924,262.378332628,6.347862886,2.115954295,MACOUPIN,2016,0,0,47260,0,143.884892086,16.927634363,1432.5
243.291565138,192.370074760,42.245977202,279.502402740,72.044478979,100.711392080,1404.301545750,386.248934421,48.658313028,0.754392450,MADISON,2016,0,10.561494301,265114,0,173.133067284,44.509154552,2168.9
197.488723638,156.040472998,73.143971718,248.689503840,226.746312325,99.963428014,1723.759600146,563.208582226,41.448250640,0,MARION,2016,0,26.819456296,41015,0,265.756430574,68.267706936,2789.2
295.930949445,246.609124538,16.440608303,115.084258118,8.220304151,32.881216605,558.980682285,353.473078504,16.440608303,0,MARSHALL,2016,0,0,12165,0,82.203041513,32.881216605,1076.9
109.147963708,61.395729586,20.465243195,136.434954635,129.613206904,40.930486391,607.135548127,204.652431953,6.821747732,0,MASON,2016,0,20.465243195,14659,0,191.008936490,81.860972781,1152.9
348.548830351,261.411622763,60.325759099,261.411622763,154.165828809,80.434345466,1481.332528990,475.903210671,33.514310611,6.702862122,MASSAC,2016,0,13.405724244,14919,6.702862122,234.600174274,46.920034855,2372.8
0,36.878595663,0,0,7.375719133,14.751438265,685.941879333,132.762944387,7.375719133,0,MENARD,2016,0,0,13558,0,59.005753061,14.751438265,914.6
219.458668617,160.936356986,0,141.428919776,136.552060473,19.507437210,316.995854670,170.690075591,4.876859303,0,MERCER,2016,0,4.876859303,20505,0,58.522311631,9.753718605,585.2
186.170986415,183.262064753,46.542746604,101.812258196,40.724903278,17.453529976,351.979521191,104.721179859,0,0,MONROE,2016,0,0,34377,0,20.362451639,2.908921663,497.4
360.541787118,220.872446162,12.992496833,181.894955663,61.714359957,32.481242083,1013.414752980,289.083054536,6.496248417,3.248124208,MONTGOMERY,2016,0,9.744372625,30787,0,68.210608374,12.992496833,1435.7
261.089275688,283.548568220,0,179.674340258,174.059517125,30.881527232,1572.150477260,395.845030882,16.844469399,0,MORGAN,2016,0,8.422234700,35620,0,179.674340258,30.881527232,2234.7
47.065151617,40.341558529,6.723593088,13.447186176,20.170779264,40.341558529,450.480736906,73.959523970,0,0,MOULTRIE,2016,0,0,14873,0,161.366234116,20.170779264,746.3
150.512858629,124.498290471,7.432733759,27.872751598,0,29.730935038,652.222387394,102.200089193,9.290917199,0,OGLE,2016,0,0,53816,0,29.730935038,7.432733759,830.6
135.906214338,243.282498184,18.674136321,204.378047515,1.037452018,152.505446623,2123.664280527,689.905591866,170.142130926,5.705986098,PEORIA,2016,0,39.423176678,192780,0,323.685029567,51.353874883,3556.4
354.069558982,313.732520617,80.674076730,242.022230190,44.818931517,26.891358910,439.225528863,156.866260308,13.445679455,0,PERRY,2016,0,0,22312,0,125.493008247,4.481893152,766.4
111.779421941,111.779421941,0,74.519614627,0,26.614148081,558.897109704,239.527332730,0,0,PIATT,2016,0,10.645659232,18787,0,143.716399638,5.322829616,984.7
241.420934644,229.924699661,11.496234983,132.206702305,281.657757085,28.740587458,712.766568949,281.657757085,0,0,PIKE,2016,0,0,17397,0,45.984939932,40.236822441,1109.4
13.224014811,39.672044433,0,0,0,13.224014811,92.568103676,79.344088865,0,0,PUTNAM,2016,0,0,7562,0,13.224014811,0,198.4
262.822770748,167.989812231,40.642696507,181.537377733,51.480748909,8.128539301,205.922995638,75.866366814,0,8.128539301,RANDOLPH,2016,5.419026201,0,36907,0,48.771235809,5.419026201,352.2
263.918562272,270.202337564,12.567550584,100.540404675,245.067236396,119.391730552,1690.335553601,389.594068116,0,6.283775292,RICHLAND,2016,0,31.418876461,15914,0,314.188764610,69.121528214,2620.3
207.129475712,327.185413863,29.684160532,156.336578802,32.982400591,83.775297501,2034.354468456,441.304519908,46.835008839,2.638592047,ROCK ISLAND,2016,0,9.235072165,151596,0,262.539908705,37.599936674,2918.3
224.833382404,292.512818944,26.001139462,188.125891399,19.883224294,162.507121636,1607.864579948,639.322134999,104.386927545,14.912418221,ST. CLAIR,2016,0,13.382939429,261527,0,425.195104138,55.443606205,3023
122.321745650,134.159333938,47.350353155,236.751765774,189.401412619,114.430020124,1124.570887425,611.608728248,11.837588289,3.945862763,SALINE,2016,0,7.891725526,25343,0,335.398334846,11.837588289,2221.5
524.271262945,735.477686016,3.994447718,222.191154296,34.452111565,148.793177483,2176.474700167,780.415222840,137.309140295,3.994447718,SANGAMON,2016,0,359.000988626,200278,0.998611929,555.727538721,71.900058918,4233.6
318.840579710,304.347826087,0,28.985507246,101.449275362,0,347.826086957,115.942028986,0,0,SCHUYLER,2016,0,0,6900,0,115.942028986,28.985507246,608.7
39.840637450,39.840637450,0,19.920318725,39.840637450,0,278.884462151,219.123505976,0,0,SCOTT,2016,0,0,5020,0,0,0,498
47.787822070,51.770140576,0,11.946955518,0,3.982318506,67.699414599,35.840866553,0,0,SHELBY,2016,0,0,25111,0,7.964637012,0,115.5
85.616438356,114.155251142,0,42.808219178,0,42.808219178,399.543378995,142.694063927,0,0,STARK,2016,0,0,7008,0,0,0,585
158.723614776,183.459762533,18.552110818,129.864775726,0,55.656332454,1185.273746702,439.066622691,24.736147757,0,STEPHENSON,2016,0,22.674802111,48512,0,61.840369393,30.920184697,1820.2
485.060147458,372.376943972,17.909913137,196.262798125,31.342347990,29.103608847,1193.247962747,335.810871317,20.148652279,1.492492761,TAZEWELL,2016,0,14.924927614,134004,0,207.456493836,43.282290081,1845.5
207.095754537,87.198212437,54.498882773,147.146983487,108.997765546,43.599106218,942.830671971,234.345195923,27.249441386,0,UNION,2016,0,0,18349,0,147.146983487,32.699329664,1427.9
128.327298139,121.974461597,0,242.678355886,127.056730830,121.974461597,2173.940664507,1160.027952481,124.515596214,8.893971158,VERMILION,2016,0,16.517375008,78705,0,583.190394511,80.045740423,4269.1
718.353044240,192.728865528,105.124835742,227.770477442,122.645641700,35.041611914,1427.945685502,280.332895313,17.520805957,0,WABASH,2016,0,8.760402979,11415,0,113.885238721,0,1883.5
193.575389767,156.953018730,5.231767291,52.317672910,10.463534582,62.781207492,1004.499319870,350.528408496,15.695301873,0,WARREN,2016,0,15.695301873,19114,0,162.184786021,52.317672910,1663.7
535.395597858,185.075021482,66.098221958,376.759865160,72.708044154,59.488399762,621.323286404,178.465199286,0,0,WASHINGTON,2016,0,0,15129,0,211.514310265,6.609822196,1077.4
264.143989189,190.429387555,0,215.000921433,215.000921433,36.857300817,700.288715523,393.144542048,18.428650409,0,WAYNE,2016,0,6.142883470,16279,0,184.286504085,24.571533878,1363.7
87.084673098,80.385852090,6.698821008,46.891747053,33.494105038,60.289389068,803.858520900,381.832797428,0,0,WHITE,2016,0,6.698821008,14928,0,200.964630225,0,1453.6
53.075739080,145.073686818,0,106.151478159,0,42.460591264,1155.281920634,327.300390991,15.922721724,0,WHITESIDE,2016,0,5.307573908,56523,0,145.073686818,38.922208658,1730.3
138.430815954,183.942317090,3.500884703,102.838488143,2.479793331,58.639818771,926.275744266,201.009130016,36.321678791,2.917403919,WILL,2016,0,13.274187831,685541,0,95.399108150,23.047490960,1356.9
73.201289469,67.570421048,1.407717105,33.785210524,23.931190788,68.978138153,907.977532835,380.083618396,9.854019736,1.407717105,WILLIAMSON,2016,0,7.038585526,71037,0,80.239874995,19.708039472,1475.3
111.226091670,289.328630863,24.638691193,157.335642331,0.351981303,200.277361267,2000.309743546,702.554680295,210.484819046,10.911420385,WINNEBAGO,2016,0,31.326335945,284106,0.351981303,706.426474626,71.452204459,3933.7
123.012649414,143.901589880,4.641986770,127.654636184,4.641986770,25.530927237,443.309736567,102.123708947,0,2.320993385,WOODFORD,2016,0,6.962980156,43085,0,34.814900778,13.925960311,629
133.712184523,53.180982481,3.038913285,110.920334888,350.994484372,88.128485254,1701.791439381,425.447859845,21.272392992,1.519456642,ADAMS,2018,0,4.558369927,65813,0,305.410785103,100.284138392,2648.4
0,33.019646690,0,181.608056794,297.176820208,66.039293380,396.235760277,165.098233449,16.509823345,0,ALEXANDER,2018,0,0,6057,0,99.058940069,0,742.9
131.280582408,53.705692803,17.901897601,119.345984008,352.070652823,53.705692803,841.389187254,179.018976011,11.934598401,5.967299200,BOND,2018,0,5.967299200,16758,0,77.574889605,0,1175.6
58.276153774,105.273051979,15.039007426,295.140520726,5.639627785,41.357270420,597.800545164,169.188833537,5.639627785,1.879875928,BOONE,2018,0,3.759751856,53195,0,120.312059404,65.795657487,1005.7
225.259047905,150.172698603,15.017269860,120.138158883,135.155428743,0,75.086349302,75.086349302,0,0,BROWN,2018,0,0,6659,0,60.069079441,0,210.2
27.392257122,51.740930119,3.043584125,42.610177745,6.087168249,39.566593621,885.682980278,243.486729973,9.130752374,0,BUREAU,2018,0,0,32856,0,97.394691989,51.740930119,1327
76.735263341,27.903732124,48.831531217,62.783397279,230.205790024,27.903732124,753.400767353,348.796651552,0,0,CARROLL,2018,0,6.975933031,14335,0,132.542727590,90.687129404,1360.3
609.855261018,471.621401854,48.788420881,105.708245243,390.307367052,48.788420881,1032.688241991,284.599121808,16.262806960,0,CASS,2018,0,0,12298,0,479.752805334,16.262806960,1878.4
39.594514013,90.161001789,9.063804413,145.497912940,2.385211688,75.372689326,1691.115086464,354.442456768,75.372689326,4.770423375,CHAMPAIGN,2018,0,10.494931425,209625,0,296.243291592,78.234943351,2586
155.887027754,119.207727106,3.056608387,82.528426458,162.000244529,48.905734197,586.868810368,204.792761951,9.169825162,0,CHRISTIAN,2018,0,0,32716,0,73.358601296,9.169825162,932.3
185.6,64,0,121.6,134.4,38.4,339.2,192,0,0,CLARK,2018,0,0,15625,0,102.4,19.2,691.2
236.046600168,190.360161425,7.614406457,53.300845199,327.419477652,60.915251656,906.114368385,167.516942054,0,7.614406457,CLAY,2018,0,7.614406457,13133,0,68.529658113,0,1218.3
136.301681054,90.867787369,45.433893685,98.885533314,88.195205388,53.451639629,628.056765641,109.575861240,2.672581981,0,CLINTON,2018,2.672581981,18.708073870,37417,2.672581981,69.487131518,21.380655852,903.3
75.744333741,38.843248072,7.768649614,116.529744217,427.275728796,21.363786440,555.458447435,339.878420634,9.710812018,0,COLES,2018,0,13.595136825,51489,0,223.348676416,67.975684127,1231.3
42.465103088,148.454455214,1.753323222,265.445428874,2.138668985,254.617212933,1903.241990974,343.054065552,217.373544934,12.292529841,COOK,2018,0.019267288,10.943819671,5190144,0.308276610,343.497213179,49.960078179,3135
122.594744417,122.594744417,21.320825116,106.604125580,186.557219764,15.990618837,458.397739993,175.896807206,5.330206279,0,CRAWFORD,2018,0,0,18761,0,154.575982091,5.330206279,815.5
73.807546822,83.033490174,0,27.677830058,64.581603469,46.129716764,405.941507519,175.292923701,9.225943353,0,CUMBERLAND,2018,0,0,10839,0,36.903773411,9.225943353,682.7
125.699262117,123.780189412,11.514436224,201.502633927,13.433508928,51.814963010,1286.738248079,190.947734055,33.583772321,0.959536352,DEKALB,2018,0,9.595363520,104217,0.959536352,179.433297830,67.167544642,1820.2
101.381320492,50.690660246,0,190.089975922,0,0,1134.203523001,639.969585604,6.336332531,0,DEWITT,2018,0,0,15782,0,0,50.690660246,1831.2
463.623395150,229.264316283,50.947625841,137.558589770,178.316690442,30.568575504,427.960057061,168.127165274,20.379050336,0,DOUGLAS,2018,0,5.094762584,19628,0,198.695740778,20.379050336,871.2
68.442876067,59.281231239,3.772441988,82.347019394,2.586817363,54.754300853,978.032531384,124.706153715,18.538857769,1.401192738,DUPAGE,2018,0,3.556873874,927781,0.107784057,48.287257445,25.868173631,1255.1
351.061962436,0,105.318588731,157.977883096,561.699139898,93.616523316,462.231583875,696.272892165,5.851032707,0,EDGAR,2018,0,5.851032707,17091,0,327.657831607,87.765490609,1679.2
249.066002491,140.099626401,15.566625156,62.266500623,186.799501868,15.566625156,311.332503113,77.833125778,0,0,EDWARDS,2018,0,0,6424,0,31.133250311,0,435.9
344.411409732,335.580347944,100.085366931,223.720231963,641.723823261,85.366930617,1139.206970651,206.058108387,20.605810839,0,EFFINGHAM,2018,0,5.887374525,33971,0,111.860115981,41.211621677,1610.2
258.768079109,46.208585555,97.038029666,184.834342221,300.355806109,78.554595444,882.583984104,231.042927776,9.241717111,0,FAYETTE,2018,0,0,21641,0,106.279746777,36.966868444,1344.7
244.051250763,305.064063453,15.253203173,106.772422209,0,15.253203173,434.716290421,274.557657108,0,7.626601586,FORD,2018,0,15.253203173,13112,0,205.918242831,53.386211104,1006.7
284.002891666,43.891355985,28.400289167,170.401734999,201.383868636,121.346690075,1141.175255603,477.641226892,7.745533409,0,FRANKLIN,2018,0,5.163688939,38732,0,87.782711969,0,1840.9
394.983422229,83.609629523,25.947816059,135.505261640,126.855989621,69.194176157,521.839411850,271.010523281,2.883090673,0,FULTON,2018,0,5.766181346,34685,0,103.791264235,43.246360098,1017.7
60.108194751,0,40.072129834,0,60.108194751,20.036064917,861.550791425,420.757363254,0,0,GALLATIN,2018,0,0,4991,0,180.324584252,0,1482.7
176.678445230,99.861729912,76.816715317,553.080350284,192.041788293,38.408357659,506.990321094,230.450145952,7.681671532,0,GREENE,2018,0,7.681671532,13018,0,322.630204332,61.453372254,1175.3
11.913507932,53.610785696,25.812600520,131.048587257,1.985584655,41.697277763,633.401505073,91.336894148,11.913507932,0,GRUNDY,2018,0,0,50363,1.985584655,47.654031730,17.870261899,843.9
11.239743734,22.479487468,0,39.339103068,207.935259076,16.859615601,584.466674160,213.555130943,0,0,HANCOCK,2018,0,0,17794,0,44.958974935,11.239743734,871.1
200.451014783,125.281884240,25.056376848,300.676522175,400.902029567,50.112753696,350.789275871,75.169130544,0,0,HARDIN,2018,0,0,3991,0,200.451014783,25.056376848,701.6
0,0,0,0,0,0,0,29.890898221,0,0,HENDERSON,2018,0,0,6691,0,14.945449111,0,44.8
149.119581648,163.418719614,10.213669976,71.495689831,106.222167749,67.410221841,1131.674633329,159.333251624,0,0,HENRY,2018,0,12.256403971,48954,0,89.880295788,14.299137966,1474.9
90.895869692,65.445026178,79.988365329,141.797556719,90.895869692,54.537521815,890.779522978,334.496800465,10.907504363,0,IROQUOIS,2018,0,3.635834788,27504,0,54.537521815,18.179173938,1367.1
237.274632398,93.524307660,31.174769220,197.440205061,183.584752074,114.307487140,1789.085366910,519.579487002,51.957948700,0,JACKSON,2018,0,17.319316233,57739,0,219.955316164,79.668854674,2791.9
73.560319462,10.508617066,10.508617066,10.508617066,157.629255990,52.543085330,136.612021858,168.137873056,0,0,JASPER,2018,0,0,9516,0,42.034468264,21.017234132,420.3
255.734247298,39.546533087,44.819404166,247.824940680,445.557606117,97.548114949,1924.597943580,664.381755866,60.638017400,2.636435539,JEFFERSON,2018,0,23.727919852,37930,0,619.562351701,81.729501714,3474.8
405.511266762,202.755633381,87.553568960,502.281000876,225.796046265,92.161651537,612.874982720,322.565780379,0,0,JERSEY,2018,0,0,21701,0,101.377816690,50.688908345,1179.7
449.564484406,318.441509787,23.414816896,145.171864756,163.903718273,42.146670413,800.786737848,187.318535169,14.048890138,0,JO DAVIESS,2018,0,9.365926758,21354,0,65.561487309,28.097780275,1147.3
54.326736515,23.282887078,0,31.043849437,23.282887078,62.087698875,450.135816841,240.589833139,0,0,JOHNSON,2018,0,7.760962359,12885,0,294.916569655,15.521924719,1071
55.138744033,75.325131679,1.682198970,105.978535141,1.682198970,48.596859148,817.174877667,127.286388767,31.961780439,1.121465980,KANE,2018,0.186910997,3.551308938,535014,0,115.137173980,33.270157416,1178.1
71.827834207,69.065225199,9.208696693,184.173933863,8.287827024,102.216533294,1436.556684132,313.095687567,53.410440820,5.525218016,KANKAKEE,2018,0,17.496523717,108593,0.920869669,202.591327249,58.935658836,2189.8
25.139840362,29.853560430,0.785620011,18.854880272,0,20.426120294,787.191251336,92.703161335,12.569920181,0.785620011,KENDALL,2018,0,7.856200113,127288,0,46.351580667,30.639180441,998.5
171.649834338,185.621332482,23.951139675,151.690551275,227.535826913,103.788271925,1608.718214842,407.169374476,29.938924594,3.991856613,KNOX,2018,0,0,50102,11.975569838,267.454393038,63.869705800,2484.9
113.374475607,63.112743348,4.854826411,85.245040224,2.427413206,48.691053126,995.382203349,147.643838511,41.551602521,2.998569254,LAKE,2018,0,2.998569254,700334,0,67.967569760,25.702022178,1332.9
136.619537511,176.046652363,2.750728943,243.897966294,11.002915773,42.177843795,976.508774825,202.637032147,9.169096477,0.916909648,LASALLE,2018,0,21.088921898,109062,0,59.599127102,47.679301682,1359.8
